AgeGroup,Attrition,Attrition_Reason,BusinessTravel,Department,EducationField,EmpID,EmployeeExperence,EnvironmentSatisfactionStatus,Gender,JobRole,MaritalStatus,Month,New_hire vs old,Over18,OverTime,PerformanceRating - Copy,Salary_Hike,SalarySlab,TotalWorkingStatus,Year
46-55,No,Not metting Probation Stand,Travel_Rarely,Human Resources,Life Sciences,RM944,0-5,Poor,Female,Human Resources,Single,May,NEW_Hire,Y,No,Below Expectations,7.00%,Upto 5k,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Human Resources,Medical,RM1062,0-5,Excellent,Male,Research Scientist,Single,Sep,NEW_Hire,Y,No,Below Expectations,6.00%,Upto 5k,0-10,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM1055,0-5,Fair,Male,Healthcare Representative,Divorced,Aug,old,Y,No,Below Expectations,8.00%,10k-15k,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM1055,0-5,Fair,Male,Healthcare Representative,Divorced,Jun,old,Y,No,Below Expectations,8.00%,10k-15k,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM1069,more than 15yr,Fair,Male,Healthcare Representative,Married,Aug,old,Y,No,Meet Expectations,22.00%,10k-15k,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM1148,0-5,Fair,Female,Laboratory Technician,Married,Apr,NEW_Hire,Y,No,Below Expectations,9.00%,Upto 5k,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM1148,0-5,Fair,Female,Laboratory Technician,Married,Jul,NEW_Hire,Y,No,Below Expectations,9.00%,Upto 5k,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM1178,5-15,Poor,Female,Research Director,Divorced,Mar,old,Y,No,Below Expectations,14.00%,10k-15k,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM1178,5-15,Poor,Female,Research Director,Divorced,Sep,old,Y,No,Below Expectations,14.00%,10k-15k,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM1182,5-15,Fair,Female,Healthcare Representative,Married,May,old,Y,Yes,Below Expectations,15.00%,10k-15k,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM1182,5-15,Fair,Female,Healthcare Representative,Married,May,old,Y,Yes,Below Expectations,15.00%,10k-15k,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM1232,5-15,Fair,Male,Healthcare Representative,Single,Jun,old,Y,No,Below Expectations,10.00%,5k-10k,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM1232,5-15,Fair,Male,Healthcare Representative,Single,May,old,Y,No,Below Expectations,10.00%,5k-10k,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM1332,more than 15yr,Poor,Male,Research Director,Married,Apr,old,Y,No,Below Expectations,22.00%,15k+,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM1332,more than 15yr,Poor,Male,Research Director,Married,Sep,old,Y,No,Below Expectations,22.00%,15k+,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM231,0-5,Fair,Female,Laboratory Technician,Single,Feb,NEW_Hire,Y,No,Below Expectations,2.00%,Upto 5k,0-10,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM231,0-5,Fair,Female,Laboratory Technician,Single,Jan,NEW_Hire,Y,No,Below Expectations,2.00%,Upto 5k,0-10,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM432,0-5,Fair,Female,Laboratory Technician,Single,Apr,old,Y,No,Below Expectations,1.00%,Upto 5k,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM432,0-5,Fair,Female,Laboratory Technician,Single,Nov,old,Y,No,Below Expectations,1.00%,Upto 5k,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM493,0-5,Poor,Female,Manager,Married,Apr,old,Y,No,Below Expectations,3.00%,15k+,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM493,0-5,Poor,Female,Manager,Married,May,old,Y,No,Below Expectations,3.00%,15k+,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM535,0-5,Fair,Male,Research Director,Married,Apr,old,Y,No,Below Expectations,5.00%,10k-15k,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM535,0-5,Fair,Male,Research Director,Married,Mar,old,Y,No,Below Expectations,5.00%,10k-15k,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM588,0-5,Poor,Female,Laboratory Technician,Married,Feb,NEW_Hire,Y,No,Meet Expectations,5.00%,Upto 5k,0-10,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM588,0-5,Poor,Female,Laboratory Technician,Married,Jul,NEW_Hire,Y,No,Meet Expectations,5.00%,Upto 5k,0-10,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM737,5-15,Fair,Male,Healthcare Representative,Single,Feb,old,Y,No,Below Expectations,15.00%,10k-15k,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM737,5-15,Fair,Male,Healthcare Representative,Single,May,old,Y,No,Below Expectations,15.00%,10k-15k,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM905,0-5,Poor,Male,Research Director,Single,Jun,old,Y,No,Below Expectations,1.00%,15k+,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Life Sciences,RM905,0-5,Poor,Male,Research Director,Single,Nov,old,Y,No,Below Expectations,1.00%,15k+,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM1009,5-15,Poor,Female,Research Director,Single,Mar,old,Y,No,Below Expectations,20.00%,15k+,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM1009,5-15,Poor,Female,Research Director,Single,Sep,old,Y,No,Below Expectations,20.00%,15k+,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM1072,0-5,Fair,Female,Laboratory Technician,Married,Jun,NEW_Hire,Y,No,Meet Expectations,3.00%,Upto 5k,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM1072,0-5,Fair,Female,Laboratory Technician,Married,Nov,NEW_Hire,Y,No,Meet Expectations,3.00%,Upto 5k,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM1278,0-5,Fair,Male,Research Director,Divorced,Apr,old,Y,Yes,Below Expectations,2.00%,15k+,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM1278,0-5,Fair,Male,Research Director,Divorced,Jun,old,Y,Yes,Below Expectations,2.00%,15k+,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM1407,0-5,Fair,Female,Manufacturing Director,Single,Aug,NEW_Hire,Y,Yes,Below Expectations,5.00%,Upto 5k,0-10,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM1407,0-5,Fair,Female,Manufacturing Director,Single,Sep,NEW_Hire,Y,Yes,Below Expectations,5.00%,Upto 5k,0-10,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM1415,5-15,Good,Male,Healthcare Representative,Single,Jan,old,Y,No,Meet Expectations,17.00%,5k-10k,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM1415,5-15,Good,Male,Healthcare Representative,Single,May,old,Y,No,Meet Expectations,17.00%,5k-10k,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM185,0-5,Poor,Female,Manufacturing Director,Divorced,Mar,NEW_Hire,Y,No,Below Expectations,4.00%,Upto 5k,0-10,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM185,0-5,Poor,Female,Manufacturing Director,Divorced,Sep,NEW_Hire,Y,No,Below Expectations,4.00%,Upto 5k,0-10,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM188,more than 15yr,Fair,Male,Research Director,Single,Jun,old,Y,No,Below Expectations,24.00%,15k+,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM188,more than 15yr,Fair,Male,Research Director,Single,May,old,Y,No,Below Expectations,24.00%,15k+,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM210,0-5,Poor,Male,Healthcare Representative,Divorced,Apr,old,Y,No,Below Expectations,4.00%,5k-10k,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM210,0-5,Poor,Male,Healthcare Representative,Divorced,Jul,old,Y,No,Below Expectations,4.00%,5k-10k,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM300,0-5,Poor,Male,Manufacturing Director,Divorced,May,old,Y,No,Below Expectations,4.00%,5k-10k,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM300,0-5,Poor,Male,Manufacturing Director,Divorced,Oct,old,Y,No,Below Expectations,4.00%,5k-10k,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM524,5-15,Poor,Male,Laboratory Technician,Married,Jul,old,Y,Yes,Below Expectations,20.00%,Upto 5k,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM524,5-15,Poor,Male,Laboratory Technician,Married,Nov,old,Y,Yes,Below Expectations,20.00%,Upto 5k,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM589,0-5,Fair,Male,Research Director,Married,Feb,old,Y,No,Below Expectations,4.00%,15k+,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM589,0-5,Fair,Male,Research Director,Married,Oct,old,Y,No,Below Expectations,4.00%,15k+,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM724,0-5,Poor,Male,Manufacturing Director,Divorced,Apr,old,Y,No,Below Expectations,8.00%,10k-15k,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Medical,RM724,0-5,Poor,Male,Manufacturing Director,Divorced,Apr,old,Y,No,Below Expectations,8.00%,10k-15k,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Other,RM026,5-15,Fair,Female,Manager,Divorced,Feb,old,Y,No,Below Expectations,14.00%,15k+,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Other,RM026,5-15,Fair,Female,Manager,Divorced,Jun,old,Y,No,Below Expectations,14.00%,15k+,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Other,RM1115,0-5,Fair,Female,Research Scientist,Married,Oct,NEW_Hire,Y,No,Below Expectations,8.00%,Upto 5k,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Other,RM1115,0-5,Fair,Female,Research Scientist,Married,Sep,NEW_Hire,Y,No,Below Expectations,8.00%,Upto 5k,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Other,RM593,more than 15yr,Fair,Female,Manager,Married,Mar,old,Y,Yes,Below Expectations,26.00%,15k+,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Other,RM593,more than 15yr,Fair,Female,Manager,Married,Oct,old,Y,Yes,Below Expectations,26.00%,15k+,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Other,RM678,more than 15yr,Good,Female,Laboratory Technician,Married,Apr,old,Y,No,Below Expectations,26.00%,5k-10k,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Technical Degree,RM469,5-15,Poor,Male,Research Scientist,Divorced,Mar,old,Y,Yes,Below Expectations,10.00%,5k-10k,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Technical Degree,RM469,5-15,Poor,Male,Research Scientist,Divorced,Oct,old,Y,Yes,Below Expectations,10.00%,5k-10k,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Technical Degree,RM878,0-5,Poor,Male,Manufacturing Director,Divorced,Jul,old,Y,No,Below Expectations,6.00%,5k-10k,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Research & Development,Technical Degree,RM878,0-5,Poor,Male,Manufacturing Director,Divorced,Oct,old,Y,No,Below Expectations,6.00%,5k-10k,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Life Sciences,RM019,more than 15yr,Good,Female,Manager,Married,Jan,old,Y,No,Below Expectations,25.00%,15k+,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Life Sciences,RM019,more than 15yr,Good,Female,Manager,Married,Jul,old,Y,No,Below Expectations,25.00%,15k+,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Life Sciences,RM666,0-5,Poor,Female,Sales Representative,Single,Feb,NEW_Hire,Y,Yes,Below Expectations,3.00%,Upto 5k,0-10,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Life Sciences,RM666,0-5,Poor,Female,Sales Representative,Single,Jan,NEW_Hire,Y,Yes,Below Expectations,3.00%,Upto 5k,0-10,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM1039,0-5,Fair,Male,Sales Executive,Divorced,Jun,old,Y,No,Below Expectations,2.00%,5k-10k,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM1039,0-5,Fair,Male,Sales Executive,Divorced,May,old,Y,No,Below Expectations,2.00%,5k-10k,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM1117,more than 15yr,Fair,Male,Manager,Married,Jun,old,Y,No,Meet Expectations,36.00%,15k+,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM1117,more than 15yr,Fair,Male,Manager,Married,Mar,old,Y,No,Meet Expectations,36.00%,15k+,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM153,0-5,Excellent,Male,Sales Representative,Married,May,old,Y,Yes,Meet Expectations,7.00%,Upto 5k,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM153,0-5,Excellent,Male,Sales Representative,Married,May,old,Y,Yes,Meet Expectations,7.00%,Upto 5k,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM434,0-5,Fair,Female,Sales Executive,Married,Jan,old,Y,Yes,Below Expectations,3.00%,5k-10k,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM434,0-5,Fair,Female,Sales Executive,Married,Jul,old,Y,Yes,Below Expectations,3.00%,5k-10k,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM521,0-5,Excellent,Male,Sales Executive,Married,Aug,old,Y,No,Below Expectations,2.00%,5k-10k,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM521,0-5,Excellent,Male,Sales Executive,Married,Sep,old,Y,No,Below Expectations,2.00%,5k-10k,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM562,more than 15yr,Fair,Male,Manager,Married,Nov,old,Y,No,Below Expectations,34.00%,15k+,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM562,more than 15yr,Fair,Male,Manager,Married,Sep,old,Y,No,Below Expectations,34.00%,15k+,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM625,0-5,Good,Female,Sales Executive,Married,Jun,old,Y,Yes,Below Expectations,5.00%,10k-15k,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM625,0-5,Good,Female,Sales Executive,Married,Sep,old,Y,Yes,Below Expectations,5.00%,10k-15k,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM647,0-5,Good,Male,Sales Executive,Married,Apr,old,Y,No,Below Expectations,2.00%,10k-15k,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM647,0-5,Good,Male,Sales Executive,Married,Sep,old,Y,No,Below Expectations,2.00%,10k-15k,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM811,5-15,Good,Male,Manager,Married,Sep,old,Y,No,Below Expectations,12.00%,15k+,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM234,0-5,Poor,Female,Manager,Divorced,Apr,old,Y,No,Below Expectations,7.00%,15k+,Above 25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM234,0-5,Poor,Female,Manager,Divorced,Aug,old,Y,No,Below Expectations,7.00%,15k+,Above 25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM353,0-5,Good,Female,Manager,Married,Jun,old,Y,No,Meet Expectations,0.00%,10k-15k,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM353,0-5,Good,Female,Manager,Married,May,old,Y,No,Meet Expectations,0.00%,10k-15k,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM702,5-15,Fair,Male,Manager,Divorced,Jan,old,Y,No,Below Expectations,17.00%,10k-15k,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM702,5-15,Fair,Male,Manager,Divorced,Nov,old,Y,No,Below Expectations,17.00%,10k-15k,11-25,2023
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Technical Degree,RM822,0-5,Poor,Male,Sales Executive,Married,Jan,old,Y,No,Below Expectations,9.00%,10k-15k,11-25,2022
46-55,No,Not metting Probation Stand,Travel_Rarely,Sales,Technical Degree,RM822,0-5,Poor,Male,Sales Executive,Married,Jan,old,Y,No,Below Expectations,9.00%,10k-15k,11-25,2023
46-55,No,Poor Performance,Non-Travel,Research & Development,Technical Degree,RM1371,0-5,Fair,Male,Research Scientist,Married,Feb,old,Y,No,Below Expectations,8.00%,5k-10k,11-25,2023
46-55,No,Poor Performance,Non-Travel,Research & Development,Technical Degree,RM1371,0-5,Fair,Male,Research Scientist,Married,Jul,old,Y,No,Below Expectations,8.00%,5k-10k,11-25,2022
46-55,No,Poor Performance,Travel_Frequently,Research & Development,Life Sciences,RM291,0-5,Fair,Female,Research Director,Single,May,old,Y,Yes,Below Expectations,3.00%,15k+,11-25,2022
46-55,No,Poor Performance,Travel_Frequently,Research & Development,Life Sciences,RM291,0-5,Fair,Female,Research Director,Single,May,old,Y,Yes,Below Expectations,3.00%,15k+,11-25,2023
46-55,No,Poor Performance,Travel_Frequently,Research & Development,Life Sciences,RM333,0-5,Poor,Female,Research Scientist,Single,Aug,old,Y,No,Below Expectations,4.00%,Upto 5k,11-25,2022
46-55,No,Poor Performance,Travel_Frequently,Research & Development,Life Sciences,RM333,0-5,Poor,Female,Research Scientist,Single,Aug,old,Y,No,Below Expectations,4.00%,Upto 5k,11-25,2023
46-55,No,Poor Performance,Travel_Frequently,Research & Development,Life Sciences,RM788,0-5,Poor,Male,Manufacturing Director,Married,Apr,old,Y,No,Below Expectations,3.00%,10k-15k,11-25,2023
46-55,No,Poor Performance,Travel_Frequently,Research & Development,Life Sciences,RM788,0-5,Poor,Male,Manufacturing Director,Married,Jun,old,Y,No,Below Expectations,3.00%,10k-15k,11-25,2022
46-55,No,Poor Performance,Travel_Frequently,Sales,Marketing,RM049,0-5,Good,Male,Sales Executive,Single,Jul,old,Y,Yes,Meet Expectations,9.00%,5k-10k,11-25,2022
46-55,No,Poor Performance,Travel_Frequently,Sales,Marketing,RM049,0-5,Good,Male,Sales Executive,Single,Jul,old,Y,Yes,Meet Expectations,9.00%,5k-10k,11-25,2023
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM088,0-5,Poor,Male,Laboratory Technician,Married,Jun,NEW_Hire,Y,No,Meet Expectations,4.00%,Upto 5k,Above 25,2022
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM088,0-5,Poor,Male,Laboratory Technician,Married,Jun,NEW_Hire,Y,No,Meet Expectations,4.00%,Upto 5k,Above 25,2023
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM1304,more than 15yr,Fair,Female,Manufacturing Director,Divorced,Jan,old,Y,Yes,Below Expectations,22.00%,10k-15k,Above 25,2022
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM1304,more than 15yr,Fair,Female,Manufacturing Director,Divorced,Mar,old,Y,Yes,Below Expectations,22.00%,10k-15k,Above 25,2023
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM1323,0-5,Poor,Male,Manufacturing Director,Divorced,Nov,old,Y,No,Below Expectations,9.00%,5k-10k,11-25,2023
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM1323,0-5,Poor,Male,Manufacturing Director,Divorced,Oct,old,Y,No,Below Expectations,9.00%,5k-10k,11-25,2022
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM280,5-15,Good,Male,Research Director,Divorced,Mar,old,Y,No,Below Expectations,10.00%,15k+,Above 25,2022
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM280,5-15,Good,Male,Research Director,Divorced,Mar,old,Y,No,Below Expectations,10.00%,15k+,Above 25,2023
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM557,0-5,Poor,Male,Laboratory Technician,Single,Mar,old,Y,No,Below Expectations,2.00%,Upto 5k,11-25,2022
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM557,0-5,Poor,Male,Laboratory Technician,Single,Oct,old,Y,No,Below Expectations,2.00%,Upto 5k,11-25,2023
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM807,0-5,Excellent,Male,Healthcare Representative,Single,Nov,old,Y,No,Below Expectations,8.00%,10k-15k,11-25,2023
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM807,0-5,Excellent,Male,Healthcare Representative,Single,Sep,old,Y,No,Below Expectations,8.00%,10k-15k,11-25,2022
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Medical,RM1011,0-5,Excellent,Male,Research Director,Divorced,Jan,old,Y,No,Below Expectations,7.00%,10k-15k,Above 25,2023
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Medical,RM1011,0-5,Excellent,Male,Research Director,Divorced,Jun,old,Y,No,Below Expectations,7.00%,10k-15k,Above 25,2022
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Medical,RM393,0-5,Good,Male,Research Director,Married,Aug,old,Y,No,Below Expectations,4.00%,15k+,11-25,2023
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Medical,RM393,0-5,Good,Male,Research Director,Married,Nov,old,Y,No,Below Expectations,4.00%,15k+,11-25,2022
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Medical,RM407,0-5,Poor,Male,Manufacturing Director,Married,Aug,old,Y,Yes,Below Expectations,5.00%,5k-10k,Above 25,2023
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Medical,RM407,0-5,Poor,Male,Manufacturing Director,Married,Jan,old,Y,Yes,Below Expectations,5.00%,5k-10k,Above 25,2022
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Medical,RM576,0-5,Poor,Female,Manufacturing Director,Divorced,Jul,NEW_Hire,Y,Yes,Below Expectations,5.00%,5k-10k,0-10,2023
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Medical,RM576,0-5,Poor,Female,Manufacturing Director,Divorced,May,NEW_Hire,Y,Yes,Below Expectations,5.00%,5k-10k,0-10,2022
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Other,RM1017,more than 15yr,Good,Female,Healthcare Representative,Married,Feb,old,Y,No,Below Expectations,22.00%,10k-15k,11-25,2023
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Technical Degree,RM284,5-15,Excellent,Male,Laboratory Technician,Married,Oct,old,Y,Yes,Below Expectations,10.00%,5k-10k,11-25,2023
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Technical Degree,RM284,5-15,Excellent,Male,Laboratory Technician,Married,Sep,old,Y,Yes,Below Expectations,10.00%,5k-10k,11-25,2022
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Technical Degree,RM902,0-5,Poor,Male,Laboratory Technician,Single,Apr,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2022
46-55,No,Poor Performance,Travel_Rarely,Research & Development,Technical Degree,RM902,0-5,Poor,Male,Laboratory Technician,Single,Jun,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2023
46-55,No,Poor Performance,Travel_Rarely,Sales,Life Sciences,RM083,0-5,Good,Male,Sales Executive,Married,Apr,old,Y,No,Below Expectations,1.00%,10k-15k,11-25,2023
46-55,No,Poor Performance,Travel_Rarely,Sales,Life Sciences,RM083,0-5,Good,Male,Sales Executive,Married,Oct,old,Y,No,Below Expectations,1.00%,10k-15k,11-25,2022
46-55,No,Poor Performance,Travel_Rarely,Sales,Life Sciences,RM1014,5-15,Good,Female,Research Director,Single,Aug,old,Y,No,Below Expectations,12.00%,10k-15k,11-25,2023
46-55,No,Poor Performance,Travel_Rarely,Sales,Life Sciences,RM772,0-5,Fair,Female,Sales Executive,Married,Apr,old,Y,No,Below Expectations,9.00%,10k-15k,11-25,2022
46-55,No,Poor Performance,Travel_Rarely,Sales,Life Sciences,RM772,0-5,Fair,Female,Sales Executive,Married,May,old,Y,No,Below Expectations,9.00%,10k-15k,11-25,2023
46-55,No,Poor Performance,Travel_Rarely,Sales,Marketing,RM220,0-5,Poor,Female,Sales Executive,Married,Apr,old,Y,No,Below Expectations,6.00%,5k-10k,11-25,2022
46-55,No,Poor Performance,Travel_Rarely,Sales,Marketing,RM220,0-5,Poor,Female,Sales Executive,Married,Sep,old,Y,No,Below Expectations,6.00%,5k-10k,11-25,2023
46-55,No,Poor Performance,Travel_Rarely,Sales,Medical,RM1068,0-5,Fair,Female,Sales Executive,Married,Feb,old,Y,Yes,Below Expectations,5.00%,Upto 5k,11-25,2022
46-55,No,Poor Performance,Travel_Rarely,Sales,Medical,RM1068,0-5,Fair,Female,Sales Executive,Married,Jul,old,Y,Yes,Below Expectations,5.00%,Upto 5k,11-25,2023
46-55,No,Salary,Non-Travel,Research & Development,Life Sciences,RM202,0-5,Poor,Male,Manufacturing Director,Divorced,Apr,NEW_Hire,Y,Yes,Below Expectations,7.00%,5k-10k,0-10,2022
46-55,No,Salary,Non-Travel,Research & Development,Life Sciences,RM202,0-5,Poor,Male,Manufacturing Director,Divorced,Jun,NEW_Hire,Y,Yes,Below Expectations,7.00%,5k-10k,0-10,2023
