Age band,Attrition,Attrition label,Business Travel,Curr as Manager,Department,Distance Status,Education,Education Field,Employee Number,Enviroment status,Gender,INR Salary,Job Role,job Satisfied,Job_satisfaction,Last promotion,Marital Status,Number Emp,Over Time,Percent Salary Hike,performance scale,Relationship Satisfaction,Stock Option Level,total working year status,Tranning time,Year,Year At Company,Year Current role
46 - 55yr,Yes,Ex-Employees,No Travel,5-15yr,IT Operations,Far,High School,Technical Degree,33,Very happy,Male,₹ 374480,IT Project Manager,Satisfied,Very Dissatisfied,0-5,Single,STAFF-33,No,2200%,Meet Expectations,1,0%,0-10,More than 3,2020,6-10 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,0-5yr,Cybersecurity,Far,Master's Degree,Marketing,650,Happy,Female,₹ 920960,Database Administrator,Dissatisfied,satisfied,6-10,Single,STAFF-650,No,1700%,Exceed Expectations,2,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,0-5yr,Cybersecurity,Near,Bachelor's Degree,Life Science,986,Unhappy,Male,₹ 1365680,Data Scientist,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-986,Yes,1600%,Outstanding,1,0%,21-30,0-3 Year,2021,0-5 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,0-5yr,Cybersecurity,Near,Bachelor's Degree,Marketing,959,Unhappy,Female,₹ 795760, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-959,Yes,1300%,Outstanding,2,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Medical,300,Unhappy,Male,₹ 1580560,Software Developer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-300,No,1400%,Outstanding,1,0%,0-10,0-3 Year,2020,6-10 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Other,190,Very happy,Female,₹ 817920,Human Resource,Satisfied,Very Dissatisfied,6-10,Married,STAFF-190,No,2200%,Meet Expectations,4,0%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,0-5yr,Data Engineering,Near,Bachelor's Degree,Human Resources,622,Abivalent,Male,₹ 1857040,Software Developer,Dissatisfied,satisfied,6-10,Married,STAFF-622,No,1800%,Below Expectations,2,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,0-5yr,Data Engineering,Near,Bachelor's Degree,Marketing,1310,Very happy,Female,₹ 1772320,Sale Representative,Dissatisfied,satisfied,6-10,Single,STAFF-1310,Yes,1300%,Meet Expectations,1,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,0-5yr,Data Engineering,Very Far,High School,Life Science,593,Abivalent,Male,₹ 730320,Software Developer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-593,No,1600%,Below Expectations,3,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,0-5yr,IT Operations,Far,Bachelor's Degree,Medical,819,Happy,Male,₹ 2120560,Network Engineer,Very Dissatisfied,Very satisfied,6-10,Married,STAFF-819,Yes,1500%,Exceed Expectations,2,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,0-5yr,IT Operations,Far,Master's Degree,Medical,648,Unhappy,Male,₹ 1157600,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Single,STAFF-648,No,1800%,Outstanding,2,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,0-5yr,IT Operations,Near,Associates Degree,Other,1868,Happy,Male,₹ 1180240,Network Engineer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1868,No,2400%,Exceed Expectations,1,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,0-5yr,IT Operations,Near,Bachelor's Degree,Other,55,Very happy,Female,₹ 844640,Software Developer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-55,No,1200%,Meet Expectations,1,0%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,0-5yr,IT Operations,Very Far,Associates Degree,Human Resources,47,Very happy,Female,₹ 304800,Software Developer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-47,No,1400%,Meet Expectations,4,0%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,0-5yr,IT Operations,Very Far,High School,Other,510,Abivalent,Female,₹ 526560, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-510,Yes,2200%,Below Expectations,4,0%,0-10,0-3 Year,2021,6-10 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Marketing,364,Happy,Male,₹ 1194800,Sale Representative,Very Dissatisfied,Very satisfied,6-10,Divorced,STAFF-364,Yes,1100%,Exceed Expectations,1,0%,0-10,More than 3,2020,0-5 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Medical,2027,Very happy,Female,₹ 2089920,Sale Representative,Very Satisfied,Dissatisfied,6-10,Married,STAFF-2027,No,1400%,Meet Expectations,4,3%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Technical Degree,1427,Happy,Female,₹ 1292320,Software Developer,Very Dissatisfied,Very satisfied,6-10,Married,STAFF-1427,Yes,1200%,Exceed Expectations,1,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
46 - 55yr,Yes,Ex-Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,Bachelor's Degree,Technical Degree,1299,Very happy,Male,₹ 1382800,Software Developer,Satisfied,Very Dissatisfied,0-5,Married,STAFF-1299,Yes,1300%,Meet Expectations,2,2%,0-10,0-3 Year,2022,6-10 Year,0-10 Year same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Other,1032,Very happy,Male,₹ 1746320,Database Administrator,Satisfied,Very Dissatisfied,0-5,Divorced,STAFF-1032,No,1300%,Meet Expectations,4,0%,21-30,More than 3,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,Cybersecurity,Very Far,Doctoral Degree,Medical,68,Abivalent,Male,₹ 320720,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Married,STAFF-68,Yes,2100%,Below Expectations,2,1%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,Cybersecurity,Very Far,Master's Degree,Other,1138,Abivalent,Female,₹ 950320,Network Engineer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-1138,No,1700%,Below Expectations,3,1%,21-30,0-3 Year,2021,6-10 Year,0-10 Year same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,Data Engineering,Far,High School,Medical,624,Happy,Female,₹ 718720,Software Developer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-624,No,1100%,Exceed Expectations,2,0%,21-30,0-3 Year,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,Data Engineering,Far,Master's Degree,Life Science,732,Abivalent,Male,₹ 953920,Software Developer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-732,No,1400%,Below Expectations,4,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,Data Engineering,Near,Associates Degree,Marketing,641,Unhappy,Male,₹ 594240,IT Project Manager,Very Satisfied,Dissatisfied,6-10,Married,STAFF-641,No,2000%,Outstanding,4,2%,0-10,More than 3,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,Data Engineering,Very Far,Associates Degree,Other,1083,Abivalent,Male,₹ 891280,Network Engineer,Dissatisfied,satisfied,6-10,Married,STAFF-1083,No,1600%,Below Expectations,3,2%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Medical,1198,Unhappy,Male,₹ 1026240,Network Engineer,Very Dissatisfied,Very satisfied,6-10,Married,STAFF-1198,No,1200%,Outstanding,2,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Technical Degree,152,Happy,Male,₹ 1160480,Software Developer,Very Satisfied,Dissatisfied,6-10,Married,STAFF-152,No,1200%,Exceed Expectations,3,0%,11-20,0-3 Year,2020,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,Data Engineering,Very Far,Master's Degree,Human Resources,2012,Happy,Male,₹ 324800,Sale Representative,Very Satisfied,Dissatisfied,6-10,Married,STAFF-2012,No,1900%,Exceed Expectations,3,2%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,Data Engineering,Very Far,Master's Degree,Life Science,40,Very happy,Male,₹ 1529680,Data Scientist,Dissatisfied,satisfied,6-10,Single,STAFF-40,No,1300%,Meet Expectations,3,0%,0-10,More than 3,2020,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,IT Operations,Far,Associates Degree,Life Science,1251,Very happy,Female,₹ 1367120,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1251,No,1200%,Meet Expectations,2,0%,0-10,0-3 Year,2021,6-10 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,IT Operations,Far,Bachelor's Degree,Life Science,511,Unhappy,Female,₹ 1955200,Sale Representative,Satisfied,Very Dissatisfied,6-10,Single,STAFF-511,Yes,1300%,Outstanding,3,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,IT Operations,Far,Bachelor's Degree,Medical,754,Abivalent,Male,₹ 1894640,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-754,No,1800%,Below Expectations,3,1%,0-10,More than 3,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,IT Operations,Far,Bachelor's Degree,Other,1503,Very happy,Female,₹ 1936000,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-1503,Yes,1700%,Meet Expectations,2,1%,11-20,More than 3,2022,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,IT Operations,Near,Bachelor's Degree,Life Science,1148,Very happy,Female,₹ 764640,Software Developer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-1148,No,1900%,Meet Expectations,3,0%,11-20,0-3 Year,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,IT Operations,Near,Bachelor's Degree,Marketing,560,Happy,Male,₹ 242560,Human Resource,Dissatisfied,satisfied,6-10,Married,STAFF-560,No,2200%,Exceed Expectations,4,2%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,IT Operations,Very Far,Bachelor's Degree,Human Resources,657,Happy,Male,₹ 940560, UI/UX Designer,Dissatisfied,satisfied,6-10,Married,STAFF-657,Yes,1300%,Exceed Expectations,2,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,IT Operations,Very Far,Bachelor's Degree,Life Science,951,Happy,Male,₹ 317920,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-951,Yes,2000%,Exceed Expectations,1,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,IT Operations,Very Far,Bachelor's Degree,Marketing,1152,Happy,Female,₹ 480320,Database Administrator,Satisfied,Very Dissatisfied,0-5,Single,STAFF-1152,No,1300%,Exceed Expectations,2,1%,0-10,0-3 Year,2021,6-10 Year,0-10 Year same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,IT Operations,Very Far,Bachelor's Degree,Marketing,1722,Very happy,Male,₹ 1663520,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1722,No,1900%,Meet Expectations,2,1%,0-10,More than 3,2022,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,IT Operations,Very Far,High School,Medical,1278,Very happy,Male,₹ 2047360,Software Developer,Very Dissatisfied,Very satisfied,11-15,Married,STAFF-1278,No,1500%,Meet Expectations,4,1%,31 plus,0-3 Year,2022,More than 20,0-10 Year same Role
Over 55yr,No,Current Employees,Frequently,0-5yr,IT Operations,Very Far,Master's Degree,Other,1594,Very happy,Female,₹ 1576880,Software Developer,Very Satisfied,Dissatisfied,6-10,Married,STAFF-1594,Yes,1300%,Meet Expectations,2,1%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Frequently,5-15yr,IT Operations,Near,Bachelor's Degree,Technical Degree,13,Happy,Male,₹ 1326160,Cybersecurity Analyst,Dissatisfied,satisfied,0-5,Married,STAFF-13,No,1300%,Exceed Expectations,4,2%,11-20,0-3 Year,2020,6-10 Year,0-10 Year same Role
Over 55yr,No,Current Employees,Frequently,5-15yr,IT Operations,Very Far,Associates Degree,Human Resources,1927,Happy,Male,₹ 1540400,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1927,No,1200%,Exceed Expectations,1,1%,0-10,0-3 Year,2022,6-10 Year,0-10 Year same Role
Over 55yr,No,Current Employees,Frequently,5-15yr,IT Operations,Very Far,Master's Degree,Life Science,724,Unhappy,Female,₹ 1550640, UI/UX Designer,Dissatisfied,satisfied,6-10,Divorced,STAFF-724,No,1300%,Outstanding,4,0%,0-10,More than 3,2021,6-10 Year,0-10 Year same Role
Over 55yr,No,Current Employees,Frequently,5-15yr,IT Operations,Very Far,Master's Degree,Life Science,1995,Unhappy,Male,₹ 610880,Software Developer,Very Satisfied,Dissatisfied,0-5,Divorced,STAFF-1995,No,1500%,Outstanding,4,2%,11-20,0-3 Year,2022,11-20 Year,More than 10
Over 55yr,No,Current Employees,No Travel,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Other,97,Abivalent,Male,₹ 1760160,Cybersecurity Analyst,Dissatisfied,satisfied,6-10,Single,STAFF-97,No,1200%,Below Expectations,4,0%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,No Travel,0-5yr,Data Engineering,Far,Associates Degree,Other,70,Very happy,Female,₹ 664160,IT Project Manager,Dissatisfied,satisfied,6-10,Married,STAFF-70,Yes,1300%,Meet Expectations,2,1%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,No Travel,0-5yr,Data Engineering,Far,Bachelor's Degree,Medical,144,Happy,Male,₹ 1902800,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-144,No,1500%,Exceed Expectations,3,0%,0-10,More than 3,2020,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,No Travel,0-5yr,IT Operations,Far,Master's Degree,Life Science,1757,Abivalent,Male,₹ 655280,Software Developer,Very Dissatisfied,Very satisfied,6-10,Married,STAFF-1757,No,1200%,Below Expectations,3,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,No Travel,0-5yr,IT Operations,Very Far,Bachelor's Degree,Human Resources,1542,Abivalent,Male,₹ 1924160,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1542,No,1400%,Below Expectations,1,1%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,No Travel,0-5yr,IT Operations,Very Far,Bachelor's Degree,Life Science,1391,Abivalent,Female,₹ 1231600,Sale Representative,Dissatisfied,satisfied,6-10,Married,STAFF-1391,Yes,1100%,Below Expectations,3,0%,11-20,More than 3,2022,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,No Travel,5-15yr,Cybersecurity,Very Far,Bachelor's Degree,Medical,534,Happy,Male,₹ 1565280,Network Engineer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-534,No,1600%,Exceed Expectations,4,1%,0-10,0-3 Year,2021,6-10 Year,0-10 Year same Role
Over 55yr,No,Current Employees,No Travel,5-15yr,Data Engineering,Far,Bachelor's Degree,Marketing,252,Very happy,Female,₹ 373840, UI/UX Designer,Dissatisfied,satisfied,6-10,Single,STAFF-252,No,1300%,Meet Expectations,1,1%,0-10,More than 3,2020,6-10 Year,0-10 Year same Role
Over 55yr,No,Current Employees,No Travel,More than 15yr,IT Operations,Near,Associates Degree,Life Science,158,Happy,Female,₹ 1559520, UI/UX Designer,Satisfied,Very Dissatisfied,0-5,Single,STAFF-158,No,1200%,Exceed Expectations,3,2%,21-30,0-3 Year,2020,More than 20,More than 10
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Near,Associates Degree,Technical Degree,223,Very happy,Male,₹ 1872160,Human Resource,Satisfied,Very Dissatisfied,6-10,Married,STAFF-223,No,1600%,Meet Expectations,2,1%,11-20,0-3 Year,2020,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Near,Bachelor's Degree,Life Science,1005,Very happy,Male,₹ 332880,Software Developer,Dissatisfied,satisfied,6-10,Divorced,STAFF-1005,Yes,1800%,Meet Expectations,4,1%,21-30,0-3 Year,2021,11-20 Year,More than 10
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Associates Degree,Human Resources,1981,Very happy,Male,₹ 1129600, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-1981,No,1200%,Meet Expectations,3,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Life Science,499,Happy,Female,₹ 965280,Software Developer,Dissatisfied,satisfied,6-10,Single,STAFF-499,No,2400%,Exceed Expectations,1,0%,21-30,0-3 Year,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Technical Degree,930,Happy,Female,₹ 786720,Software Developer,Dissatisfied,satisfied,6-10,Married,STAFF-930,No,1800%,Exceed Expectations,3,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Master's Degree,Life Science,1673,Happy,Male,₹ 1807120,Software Developer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1673,No,1100%,Exceed Expectations,2,2%,0-10,0-3 Year,2022,6-10 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Master's Degree,Marketing,949,Very happy,Male,₹ 1863440,Data Scientist,Satisfied,Very Dissatisfied,6-10,Married,STAFF-949,No,1800%,Meet Expectations,3,0%,0-10,More than 3,2021,6-10 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Master's Degree,Marketing,1556,Very happy,Male,₹ 1360080,Human Resource,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1556,No,2100%,Meet Expectations,3,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Cybersecurity,Very Far,Master's Degree,Technical Degree,116,Unhappy,Male,₹ 1498000, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-116,Yes,2300%,Outstanding,2,2%,0-10,More than 3,2020,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Far,Associates Degree,Human Resources,334,Unhappy,Male,₹ 1590160, UI/UX Designer,Dissatisfied,satisfied,6-10,Divorced,STAFF-334,No,1600%,Outstanding,4,2%,11-20,0-3 Year,2020,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Far,Bachelor's Degree,Human Resources,1497,Happy,Male,₹ 1900560,Sale Representative,Dissatisfied,satisfied,6-10,Single,STAFF-1497,No,1400%,Exceed Expectations,3,2%,0-10,0-3 Year,2022,6-10 Year,0-10 Year same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Far,Master's Degree,Life Science,1092,Very happy,Male,₹ 2123360,Network Engineer,Satisfied,Very Dissatisfied,0,Married,STAFF-1092,Yes,2000%,Meet Expectations,4,1%,11-20,More than 3,2021,11-20 Year,0-10 Year same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Far,Master's Degree,Medical,832,Very happy,Female,₹ 958640,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Married,STAFF-832,No,1400%,Meet Expectations,4,0%,0-10,More than 3,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Near,Master's Degree,Other,1308,Abivalent,Male,₹ 2086080,Software Developer,Dissatisfied,satisfied,6-10,Single,STAFF-1308,No,1200%,Below Expectations,4,2%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Associates Degree,Life Science,361,Very happy,Male,₹ 1574560,Software Developer,Dissatisfied,satisfied,0-5,Single,STAFF-361,No,1800%,Meet Expectations,4,1%,11-20,0-3 Year,2020,6-10 Year,0-10 Year same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Human Resources,940,Happy,Male,₹ 740400,Network Engineer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-940,No,1300%,Exceed Expectations,1,1%,21-30,0-3 Year,2021,6-10 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Life Science,411,Abivalent,Male,₹ 777920,Cybersecurity Analyst,Dissatisfied,satisfied,6-10,Single,STAFF-411,Yes,1200%,Below Expectations,4,0%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Life Science,1263,Unhappy,Male,₹ 698640, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1263,No,1200%,Outstanding,2,0%,21-30,0-3 Year,2022,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Technical Degree,366,Abivalent,Male,₹ 294960,Sale Representative,Satisfied,Very Dissatisfied,6-10,Single,STAFF-366,No,1900%,Below Expectations,3,2%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Doctoral Degree,Marketing,231,Very happy,Female,₹ 994400,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Single,STAFF-231,No,2000%,Meet Expectations,4,0%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Doctoral Degree,Medical,1611,Happy,Male,₹ 1875760,Human Resource,Very Dissatisfied,Very satisfied,6-10,Divorced,STAFF-1611,No,1400%,Exceed Expectations,4,0%,0-10,0-3 Year,2022,6-10 Year,0-10 Year same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,High School,Marketing,1044,Happy,Female,₹ 1714960,Software Developer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1044,No,1900%,Exceed Expectations,3,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,High School,Marketing,1974,Abivalent,Male,₹ 1402880,Software Developer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-1974,No,1100%,Below Expectations,4,3%,0-10,More than 3,2022,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,High School,Other,888,Happy,Male,₹ 862240,Software Developer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-888,No,1700%,Exceed Expectations,2,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Master's Degree,Human Resources,1697,Very happy,Female,₹ 1637360,Cybersecurity Analyst,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1697,No,2000%,Meet Expectations,4,1%,11-20,0-3 Year,2022,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Master's Degree,Medical,966,Happy,Male,₹ 1084320,Software Developer,Satisfied,Very Dissatisfied,0-5,Single,STAFF-966,Yes,1200%,Exceed Expectations,1,1%,0-10,0-3 Year,2021,6-10 Year,0-10 Year same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Master's Degree,Other,1966,Very happy,Male,₹ 811040, UI/UX Designer,Dissatisfied,satisfied,6-10,Divorced,STAFF-1966,No,2400%,Meet Expectations,4,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,Data Engineering,Very Far,Master's Degree,Technical Degree,1885,Very happy,Female,₹ 1087040, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-1885,No,2200%,Meet Expectations,4,1%,11-20,0-3 Year,2022,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Far,Associates Degree,Life Science,349,Abivalent,Male,₹ 858560, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-349,No,1400%,Below Expectations,3,1%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Far,Bachelor's Degree,Life Science,611,Very happy,Female,₹ 1811600,Software Developer,Dissatisfied,satisfied,6-10,Single,STAFF-611,No,1200%,Meet Expectations,3,2%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Far,Bachelor's Degree,Life Science,1681,Happy,Male,₹ 1290400,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1681,No,2500%,Exceed Expectations,2,1%,0-10,0-3 Year,2022,6-10 Year,0-5 Year Same Role
Over 55yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Far,Master's Degree,Other,945,Very happy,Female,₹ 443440,Network Engineer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-945,No,1700%,Meet Expectations,2,2%,11-20,0-3 Year,2021,0-5 Year,0-5 Year Same Role
